Price,Location,Property Type,Status,Agency,Agent Name,Listing Date,Offer Date
R 35 000 000,Clifton,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Evan Turner,2025-07-26,
R 5 900 000,Rondebosch,3 Bedroom Apartment,Normal,PE Rondebosch,Frank Ross,2025-05-04,
R 1 050 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Adrian Phillips,2025-06-21,2025-08-09
R 1 275 000,Mouille Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Floyd Gibson,2025-06-24,2025-09-16
R 2 250 000,Rondebosch,2 Bedroom Apartment,Normal,PE Rondebosch,Vincent Evans,2025-05-10,
R 2 500 000,Observatory,3 Bedroom Apartment,Normal,PE Woodstock,Colin Ramirez,2025-07-19,
R 8 500 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gilbert Carr,2025-06-14,
R 2 500 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Dustin Peterson,2025-09-06,
R 2 950 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Warren Hicks,2025-06-22,
R 1 649 000,Wynberg,3 Bedroom House,Normal,PE Southern Suburbs,Vernon Fuller,2025-06-24,2025-08-01
R 8 995 000,Waterfront,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Tyler Moore,2025-07-17,
R 699 000,Wynberg,1 Bedroom Apartment,Normal,PE Southern Suburbs,Marvin Cortez,2025-09-25,
R 1 995 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Craig Hunt,2025-04-15,2025-05-06
R 2 925 000,Gardens,1 Bedroom Apartment,Normal,PE City Bowl,Samuel Bennett,2025-05-08,
R 22 950 000,Clifton,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Lawrence Alexander,2025-09-12,
R 2 999 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Robert Chen,2025-06-20,
R 26 500 000,Bantry Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Craig Hunt,2025-04-18,
R 30 500 000,Constantia,5 Bedroom House,Normal,PE Constantia,Louis Henderson,2025-08-26,
R 2 450 000,Observatory,3 Bedroom House,Normal,PE Woodstock,Kevin Harris,2025-07-28,2025-08-31
R 3 995 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Julius Delgado,2025-07-15,
R 1 995 000,Rondebosch,2 Bedroom Apartment,Normal,PE Rondebosch,Samuel Bennett,2025-08-22,
R 2 225 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Melvin Lowe,2025-09-07,
R 1 350 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Connor Lopez,2025-04-15,2025-05-30
R 30 000 000,Clifton,4 Bedroom House,Normal,PE Atlantic Seaboard,Gerald Hayes,2025-07-20,
R 3 150 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Hunter Carter,2025-09-28,
R 1 495 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Bernard Mason,2025-06-21,
R 1 850 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,William Foster,2025-04-25,
R 2 500 000,De Waterkant,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Kenneth Brooks,2025-07-28,2025-09-06
R 7 250 000,Mouille Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Sean Parker,2025-09-02,
R 995 000,Mowbray,1 Bedroom Apartment,Normal,PE Southern Suburbs,Ralph Patterson,2025-09-16,2025-09-30
R 3 500 000,Sea Point,Apartment,Normal,PE Atlantic Seaboard,Chase Cox,2025-09-26,
R 4 850 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Caleb Mitchell,2025-07-16,2025-10-07
R 2 299 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Trevor Morris,2025-05-03,
R 5 500 000,Newlands,2 Bedroom Apartment,Normal,PE Newlands,Kyle Hall,2025-09-26,
R 2 500 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Spencer Reed,2025-04-27,2025-06-28
R 2 700 000,De Waterkant,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gabriel Green,2025-04-28,
R 2 700 000,De Waterkant,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Joshua Garcia,2025-07-06,
R 2 600 000,De Waterkant,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Andrew Wilson,2025-04-26,
R 2 395 000,Woodstock,4 Bedroom House,Normal,PE Woodstock,Keith Myers,2025-04-22,2025-05-23
R 1 575 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Gilbert Carr,2025-05-07,2025-07-06
R 1 495 000,Mowbray,2 Bedroom Apartment,Normal,PE Southern Suburbs,Tyler Moore,2025-08-06,
R 1 750 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Douglas Butler,2025-09-19,
R 1 350 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Roy Powell,2025-04-20,2025-05-04
R 2 950 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Peter Ross,2025-05-29,2025-09-13
R 4 250 000,Observatory,3 Bedroom Apartment,Normal,PE Woodstock,Andrew Wilson,2025-07-18,
R 6 990 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Ralph Patterson,2025-07-09,
R 2 495 000,Wynberg,2 Bedroom House,Normal,PE Southern Suburbs,Harold Fisher,2025-05-16,
R 4 950 000,Constantia,4 Bedroom House,Normal,PE Constantia,Gordon Kennedy,2025-08-12,
R 3 400 000,Rondebosch,4 Bedroom House,Normal,PE Rondebosch,James Mitchell,2025-04-29,
R 1 795 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,William Foster,2025-07-28,
R 6 600 000,Walmer Estate,4 Bedroom House,Normal,PE Woodstock,Steven Rodriguez,2025-04-20,
R 1 095 000,Claremont Upper,0.5 Bedroom Apartment,Normal,PE Claremont,Christopher Lee,2025-04-27,2025-06-15
R 3 300 000,Vredehoek,3 Bedroom Apartment,Normal,PE City Bowl,Owen Collins,2025-06-05,2025-07-13
R 4 745 000,Foreshore,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Ralph Patterson,2025-10-01,
R 1 980 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,James Mitchell,2025-04-22,2025-07-02
R 1 995 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Garrett Howard,2025-05-08,2025-05-22
R 3 650 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Raymond Watson,2025-08-03,
R 1 595 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Gilbert Carr,2025-08-17,2025-09-09
R 5 895 000,Oranjezicht,3 Bedroom House,Normal,PE City Bowl,Lawrence Alexander,2025-09-11,
R 1 430 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Connor Lopez,2025-08-13,
R 5 495 000,Gardens,3 Bedroom House,Normal,PE City Bowl,Melvin Lowe,2025-06-22,
R 2 600 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Rodney Shaw,2025-05-01,2025-06-06
R 5 400 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Evan Turner,2025-08-28,
R 3 500 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Spencer Reed,2025-05-29,2025-09-03
R 9 500 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Bernard Mason,2025-08-08,
R 1 700 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Ralph Patterson,2025-06-11,2025-08-11
R 1 549 000,Wynberg,3 Bedroom House,Normal,PE Southern Suburbs,Evan Turner,2025-09-05,
R 7 630 000,Foreshore,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Travis Morgan,2025-09-15,
R 8 450 000,Claremont Upper,3 Bedroom House,Normal,PE Claremont,Randall Beck,2025-09-15,
R 18 900 000,Camps Bay,6 Bedroom House,Normal,PE Atlantic Seaboard,Marvin Cortez,2025-06-06,
R 9 775 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Carson Stewart,2025-08-06,
R 1 650 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Chase Cox,2025-06-20,2025-09-11
R 32 000 000,Mouille Point,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Connor Lopez,2025-05-23,
R 1 490 000,Salt River,1 Bedroom Apartment,Normal,PE Woodstock,Vernon Fuller,2025-05-09,2025-07-25
R 8 999 000,Green Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Philip Washington,2025-07-22,
R 2 700 000,De Waterkant,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Thomas Brooks,2025-09-19,
R 4 069 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Claude Chapman,2025-08-10,2025-09-22
R 2 090 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Julius Delgado,2025-07-05,
R 3 250 000,Newlands,2 Bedroom Townhouse,Normal,PE Newlands,Bradley Gray,2025-06-07,
R 1 800 000,Rondebosch,2 Bedroom Apartment,Normal,PE Rondebosch,Steven Rodriguez,2025-07-17,
R 5 195 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Milton Stone,2025-06-02,
R 1 135 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Harry Flores,2025-04-28,2025-06-28
R 27 500 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Robert Chen,2025-09-23,
R 3 950 000,Sea Point,2 Bedroom House,Normal,PE Atlantic Seaboard,Albert Perry,2025-09-09,
R 1 250 000,Gardens,1 Bedroom Apartment,Normal,PE City Bowl,Evan Turner,2025-06-11,2025-07-03
R 3 250 000,Observatory,3 Bedroom Apartment,Normal,PE Woodstock,Steven Rodriguez,2025-04-24,2025-08-03
R 2 350 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Marcus King,2025-08-09,
R 3 995 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Ethan Hill,2025-04-22,
R 1 500 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,James Mitchell,2025-05-10,2025-06-17
R 800 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Leroy Wade,2025-07-21,
R 3 875 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Hunter Carter,2025-06-01,2025-08-29
R 24 995 000,Green Point,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Louis Henderson,2025-08-20,
R 5 600 000,Claremont,3 Bedroom House,Normal,PE Claremont,Bernard Mason,2025-06-13,
R 6 400 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Theodore Duncan,2025-07-14,
R 1 422 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Marcus Torres,2025-09-26,
R 3 500 000,Claremont,3 Bedroom House,Normal,PE Claremont,Frank Ross,2025-05-31,
R 14 500 000,Fresnaye,4 Bedroom House,Normal,PE Atlantic Seaboard,Jordan Adams,2025-08-26,
R 1 975 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Randall Beck,2025-05-29,
R 17 995 000,Mouille Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Preston Murphy,2025-07-20,
R 1 075 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Harry Flores,2025-04-20,2025-06-02
R 7 995 000,Green Point,4 Bedroom House,Normal,PE Atlantic Seaboard,Ryan Peterson,2025-06-18,
R 29 995 000,Constantia,6 Bedroom House,Normal,PE Constantia,Maurice West,2025-05-06,
R 3 000 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Steven Rodriguez,2025-09-25,
R 3 500 000,Observatory,2 Bedroom House,Normal,PE Woodstock,Marcus Rivera,2025-07-11,
R 1 750 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Milton Stone,2025-07-12,
R 2 150 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Martin Hayes,2025-05-01,
R 17 000 000,Constantia,4 Bedroom House,Normal,PE Constantia,Julius Delgado,2025-04-28,
R 1 295 000,Wynberg,3 Bedroom House,Normal,PE Southern Suburbs,Owen Collins,2025-09-17,
R 6 250 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Leonard Hughes,2025-06-22,
R 25 300 000,Gardens,3 Bedroom Apartment,Normal,PE City Bowl,Samuel Bennett,2025-10-01,
R 4 190 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Seth Bell,2025-05-13,2025-09-10
R 1 045 000,Rondebosch,0.5 Bedroom Apartment,Normal,PE Rondebosch,Ethan Hill,2025-08-22,
R 69 500 000,Camps Bay,6 Bedroom House,Normal,PE Atlantic Seaboard,Garrett Howard,2025-04-15,
R 4 750 000,Bo Kaap,2 Bedroom Apartment,Normal,PE City Bowl,Ian Campbell,2025-06-29,
R 2 395 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Edwin Sanders,2025-09-27,
R 2 995 000,Walmer Estate,4 Bedroom House,Normal,PE Woodstock,Chase Cox,2025-08-14,
R 4 700 000,De Waterkant,2.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Vernon Fuller,2025-06-14,
R 7 450 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Owen Collins,2025-08-13,
R 2 990 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Seth Bell,2025-07-30,
R 1 595 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Kyle Hall,2025-05-09,2025-05-27
R 15 995 000,Waterfront,1.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Carson Stewart,2025-08-28,
R 13 995 000,Camps Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Adrian Phillips,2025-06-06,
R 845 000,Claremont Upper,0.5 Bedroom Apartment,Normal,PE Claremont,Lawrence Alexander,2025-08-10,
R 1 150 000,Claremont Upper,Apartment,Normal,PE Claremont,Kyle Hall,2025-07-31,
R 2 620 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Trevor Morris,2025-06-20,2025-08-19
R 4 600 000,Claremont Upper,3 Bedroom Apartment,Normal,PE Claremont,Jared Bailey,2025-04-15,
R 2 650 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Douglas Butler,2025-05-05,
R 3 550 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Seth Bell,2025-08-28,
R 1 795 000,Rondebosch,3 Bedroom Apartment,Normal,PE Rondebosch,Maurice West,2025-06-08,
R 5 600 000,Walmer Estate,3 Bedroom House,Normal,PE Woodstock,Allan Santiago,2025-04-13,2025-08-19
R 35 000 000,Fresnaye,4 Bedroom House,Normal,PE Atlantic Seaboard,Leroy Wade,2025-07-21,
R 3 150 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Christopher Lee,2025-08-17,
R 1 195 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Milton Stone,2025-04-24,2025-06-24
R 2 045 000,Gardens,Apartment,Normal,PE City Bowl,Leo Russell,2025-07-11,
R 12 995 000,De Waterkant,3 Bedroom House,Normal,PE Atlantic Seaboard,James Mitchell,2025-09-01,
R 1 795 000,Diep River,2 Bedroom Townhouse,Normal,PE Southern Suburbs,Leroy Wade,2025-08-12,
R 1 450 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Christopher Lee,2025-07-06,2025-08-01
R 1 050 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Ethan Hill,2025-07-27,
R 16 200 000,Green Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Curtis Stevens,2025-08-08,
R 38 995 000,Camps Bay,5 Bedroom House,Normal,PE Atlantic Seaboard,Dale Dixon,2025-04-24,
R 1 195 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,William Foster,2025-09-07,
R 36 500 000,Bishopscourt,5 Bedroom House,Normal,PE Bishopscourt,Vernon Fuller,2025-05-23,
R 2 800 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Howard Griffin,2025-07-20,
R 1 195 000,Kenilworth,1 Bedroom Apartment,Normal,PE Southern Suburbs,Spencer Reed,2025-06-14,
R 2 895 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Cameron Nelson,2025-08-24,2025-09-26
R 24 955 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Kenneth Brooks,2025-09-24,
R 10 995 000,Waterfront,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Wesley Richardson,2025-09-04,
R 19 999 000,Fresnaye,4 Bedroom House,Normal,PE Atlantic Seaboard,Leroy Wade,2025-09-14,
R 3 395 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Victor Webb,2025-05-16,
R 1 145 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Owen Collins,2025-04-19,2025-05-25
R 1 295 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Roy Powell,2025-05-01,
R 2 000 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Isaac Scott,2025-05-31,2025-07-08
R 18 990 000,Camps Bay,3 Bedroom House,Normal,PE Atlantic Seaboard,Milton Stone,2025-05-16,
R 1 550 000,Salt River,2 Bedroom Apartment,Normal,PE Woodstock,Walter Foster,2025-09-15,
R 10 900 000,Constantia,5 Bedroom House,Normal,PE Constantia,Kevin Harris,2025-09-21,
R 1 595 000,Woodstock,2 Bedroom House,Normal,PE Woodstock,Marcus King,2025-08-08,
R 5 995 000,Newlands,3 Bedroom House,Normal,PE Newlands,Christopher Lee,2025-08-15,
R 3 950 000,Bo Kaap,3 Bedroom House,Normal,PE City Bowl,Spencer Reed,2025-09-20,
R 7 700 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Edgar Hart,2025-05-22,2025-07-10
R 8 950 000,Walmer Estate,7 Bedroom House,Normal,PE Woodstock,Randall Beck,2025-07-01,
R 2 100 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Ralph Patterson,2025-07-05,2025-09-26
R 1 590 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Frederick Price,2025-09-16,
R 2 850 000,Claremont,2 Bedroom Townhouse,Normal,PE Claremont,Arthur Jenkins,2025-09-10,
R 5 150 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Samuel Bennett,2025-06-10,
R 2 325 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Cole Rogers,2025-09-03,
R 6 950 000,Newlands,2 Bedroom Townhouse,Normal,PE Newlands,Dennis Wood,2025-04-21,
R 2 895 000,Vredehoek,1 Bedroom Apartment,Normal,PE City Bowl,Jordan Adams,2025-09-29,
R 1 975 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,James Mitchell,2025-07-26,2025-09-11
R 1 313 500,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Brian Clark,2025-04-14,
R 7 500 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gabriel Green,2025-08-01,
R 2 499 999,Woodstock,3 Bedroom House,Normal,PE Woodstock,Douglas Butler,2025-08-21,
R 9 500 000,Camps Bay,3 Bedroom Townhouse,Normal,PE Atlantic Seaboard,Tyler Moore,2025-09-14,
R 1 975 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Marcus Rivera,2025-05-10,2025-06-10
R 36 995 000,Camps Bay,5 Bedroom House,Normal,PE Atlantic Seaboard,Brett Cook,2025-07-17,
R 1 299 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Frank Ross,2025-06-29,2025-09-03
R 2 900 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Gordon Kennedy,2025-04-15,
R 1 100 000,Wynberg,3 Bedroom Apartment,Normal,PE Southern Suburbs,Victor Webb,2025-08-10,2025-09-15
R 47 000 000,Bantry Bay,5 Bedroom House,Normal,PE Atlantic Seaboard,Colin Ramirez,2025-05-11,
R 1 890 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Francis Barnes,2025-05-12,
R 11 900 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gerald Hayes,2025-09-15,
R 1 299 000,Wynberg,3 Bedroom Apartment,Normal,PE Southern Suburbs,Milton Stone,2025-05-19,
R 1 399 000,Wynberg,3 Bedroom Apartment,Normal,PE Southern Suburbs,Raymond Watson,2025-06-21,2025-09-15
R 16 000 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Louis Henderson,2025-04-22,
R 23 500 000,Fresnaye,4 Bedroom House,Normal,PE Atlantic Seaboard,Malcolm James,2025-05-04,
R 950 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Albert Perry,2025-08-01,
R 900 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Jordan Adams,2025-08-11,
R 13 650 000,Constantia,4 Bedroom House,Normal,PE Constantia,Vincent Evans,2025-05-12,
R 13 500 000,Sea Point,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Samuel Bennett,2025-08-31,
R 110 000 000,Fresnaye,4 Bedroom House,Normal,PE Atlantic Seaboard,Brett Cook,2025-04-15,
R 59 950 000,Clifton,4 Bedroom House,Normal,PE Atlantic Seaboard,Brandon Miller,2025-06-10,
R 5 500 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Albert Perry,2025-09-04,
R 10 900 000,Bo Kaap,3 Bedroom Apartment,Normal,PE City Bowl,Theodore Duncan,2025-06-29,2025-09-25
R 1 350 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Russell Hughes,2025-05-07,
R 1 350 000,Kenilworth,1 Bedroom Apartment,Normal,PE Southern Suburbs,Gabriel Green,2025-08-22,
R 2 470 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Gordon Kennedy,2025-07-28,
R 1 150 000,Woodstock,2 Bedroom House,Normal,PE Woodstock,Eugene Long,2025-06-15,2025-09-05
R 2 150 000,Green Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dennis Wood,2025-05-15,
R 5 800 000,Gardens,4 Bedroom House,Normal,PE City Bowl,Leonard Hughes,2025-09-13,
R 57 500 000,Bantry Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Warren Hicks,2025-04-11,
R 5 350 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dale Dixon,2025-06-20,
R 1 595 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Norman Knight,2025-09-13,
R 1 143 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,David Thompson,2025-06-08,
R 36 750 000,Tamboerskloof,4 Bedroom House,Normal,PE City Bowl,Dale Dixon,2025-07-04,
R 1 750 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Brian Clark,2025-07-01,2025-08-17
R 1 399 000,Salt River,1 Bedroom Apartment,Normal,PE Woodstock,Louis Henderson,2025-05-18,2025-06-14
R 3 550 000,Woodstock,2 Bedroom House,Normal,PE Woodstock,Leonard Hughes,2025-06-12,2025-09-01
R 4 495 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Walter Foster,2025-08-03,
R 1 729 999,Woodstock,2 Bedroom House,Normal,PE Woodstock,Brandon Miller,2025-06-01,2025-06-20
R 1 050 000,Wynberg,3 Bedroom Apartment,Normal,PE Southern Suburbs,Gordon Kennedy,2025-05-20,
R 15 950 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Kyle Hall,2025-04-14,2025-06-24
R 1 975 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Jerome Bryant,2025-09-12,
R 4 695 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Floyd Gibson,2025-08-15,
R 1 850 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Eugene Long,2025-04-22,2025-07-04
R 2 295 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,James Mitchell,2025-05-31,
R 4 495 000,Green Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Martin Hayes,2025-08-03,
R 1 695 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Grant Cooper,2025-08-26,
R 1 770 000,Walmer Estate,3 Bedroom House,Normal,PE Woodstock,Carl Coleman,2025-06-14,2025-08-20
R 1 970 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Samuel Bennett,2025-06-18,2025-07-23
R 2 750 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Leo Russell,2025-07-11,
R 39 950 000,Clifton,4 Bedroom House,Normal,PE Atlantic Seaboard,Jacob Taylor,2025-06-21,
R 34 500 000,Bantry Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Kenneth Brooks,2025-06-30,
R 2 500 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Ralph Patterson,2025-09-02,
R 2 300 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Oscar Newman,2025-07-12,2025-08-19
R 11 500 000,Constantia,6 Bedroom House,Normal,PE Constantia,Carl Coleman,2025-07-25,
R 2 200 000,Observatory,2 Bedroom House,Normal,PE Woodstock,Jacob Taylor,2025-09-06,
R 84 000 000,Fresnaye,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Justin Lewis,2025-04-20,
R 2 495 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brian Clark,2025-04-12,
R 3 195 000,Rondebosch,2 Bedroom Apartment,Normal,PE Rondebosch,Dustin Peterson,2025-05-02,2025-08-25
R 5 495 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Peter Ross,2025-07-02,
R 1 200 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Samuel Bennett,2025-04-14,2025-06-26
R 1 150 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Jordan Adams,2025-05-08,
R 1 250 000,Woodstock,Apartment,Normal,PE Woodstock,Travis Morgan,2025-09-05,
R 2 300 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Curtis Stevens,2025-07-11,
R 1 795 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Randall Beck,2025-05-20,
R 2 795 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Hunter Carter,2025-06-05,
R 1 450 000,Mowbray,2 Bedroom Apartment,Normal,PE Southern Suburbs,Carson Stewart,2025-08-02,2025-09-07
R 999 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Dale Dixon,2025-07-01,
R 22 950 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Victor Webb,2025-05-05,
R 2 890 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Joshua Garcia,2025-05-08,2025-07-05
R 29 900 000,Camps Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Ernest Porter,2025-04-22,
R 3 499 999,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Arthur Jenkins,2025-08-02,
R 3 995 000,Bo Kaap,3 Bedroom House,Normal,PE City Bowl,Norman Knight,2025-10-01,
